cityId,searchRadius,beach_Index
659,10000,46
757530,5000,2
638,5000,19
644,10000,0
262,15000,9
345009,5000,3
35,5000,26
900,15000,69
134,5000,0
140,5000,0
364,5000,0
504,5000,0
779,5000,0
116,5000,0
216,15000,0
953,5000,0
810,5000,0
803,5000,0
437,5000,0
756,5000,0
428,5000,0
686,5000,0
491,5000,5
709,5000,0
25,5000,2
839,5000,0
238,5000,2
392,5000,0
30,5000,0
188,15000,0
132180,5000,0
1845,10000,3
1982,5000,8
997,5000,0
1662,5000,0
1732,5000,0
1724,10000,0
1172,5000,2
1040,15000,18
1151,5000,0
132023,5000,0
1862,5000,0
1981,5000,0
1618,5000,0
1446,5000,2
1156,5000,0
1501,5000,0
1607,5000,0
2545,5000,0
1783,5000,5
1610,5000,1
1892,5000,0
1960,15000,5
1680,5000,4
1170,5000,8
1932,5000,12
1474,15000,0
132626,5000,0
132523,5000,0
132534,5000,0
132500,5000,0
132484,5000,0
132482,5000,0
132389,5000,0
1767,5000,0
1908,5000,0
1515,5000,0
1022,5000,10
1531,5000,0
1491876,5000,0
1119,5000,0
1964,5000,0
1244,10000,0
1451,5000,0
1552,5000,0
1073,5000,0
1718,5000,0
1466,10000,42
1144,10000,0
1619,5000,0
1598,5000,0
1963,5000,2
1400,5000,4
132315,10000,0
132320,5000,0
132651,5000,0
132330,5000,0
132294,5000,0
132283,5000,0
132679,5000,0
132290,5000,0
132275,10000,0
132690,5000,0
132674,5000,0
132267,5000,0
132245,15000,0
132263,10000,0
132260,5000,0
132236,10000,0
132681,5000,0
132258,10000,0
132254,5000,0
132238,5000,0
132461,5000,0
132221,10000,5
132200,5000,6
132208,5000,0
132669,5000,0
132375,5000,0
132195,5000,0
132188,5000,7
132191,5000,0
132183,5000,0
1187,5000,0
1444,5000,5
1488,5000,1
1549,5000,0
1236,5000,0
1494,15000,45
1308,5000,0
1910,10000,0
2200,5000,5
1793,5000,3
1642,5000,4
1866,5000,0
1048,5000,0
1159,5000,0
1197476,5000,0
1108,10000,0
1878,5000,2
1787,5000,0
1409,5000,0
1887,5000,10
1066,5000,0
1500,5000,0
1398,5000,0
1052,5000,0
2502,5000,2
1743,5000,2
4140,5000,9
4770,5000,0
3100,5000,7
3750,5000,0
132781,5000,1
3158,5000,0
132768,5000,0
3676,5000,5
1996,5000,0
132737,5000,0
2534,15000,16
4299,15000,22
5657,5000,0
5499,15000,4
133157,5000,1
5042,5000,0
4282,5000,10
5893,5000,7
5493,10000,18
5345,5000,4
133205,5000,0
4034,5000,0
5000,5000,0
4970,15000,30
4383,5000,24
132856,5000,0
4835,15000,51
132927,5000,10
4935,15000,149
133094,5000,0
4226,5000,9
5276,5000,5
6801,15000,9
6504,5000,0
133381,5000,0
6136,5000,2
133384,5000,0
6777,5000,0
6588,5000,5
6602,5000,0
6619,5000,0
133416,5000,0
6389,5000,2
6264,10000,0
6680,5000,2
6694,5000,3
6085,5000,17
133464,5000,0
6599,5000,0
6737,5000,0
133512,5000,0
133510,15000,0
133523,15000,1
133471,5000,0
133491,5000,0
6903,5000,0
133468,15000,0
133499,5000,2
6132,5000,0
133522,5000,0
6946,5000,0
133504,5000,0
6090,5000,0
133517,5000,0
133486,15000,0
133463,5000,0
133470,5000,0
133494,5000,0
6790,5000,0
133501,5000,0
6103,5000,0
6776,5000,0
133500,5000,0
6282,5000,0
6836,5000,0
6752,5000,0
133465,10000,1
133505,5000,0
6846,10000,1
6190,5000,0
133487,5000,0
133492,5000,0
6827,5000,0
6199,5000,0
133524,5000,0
6095,5000,0
133472,5000,0
6693,5000,0
133466,5000,0
6606,5000,0
6133,5000,0
7296,5000,0
7584,10000,1
6971,5000,0
7918,15000,0
7213,5000,0
7479,5000,3
6766,5000,0
6407,5000,0
6470,5000,0
7932,5000,0
7153,15000,0
7148,5000,8
6989,5000,0
7915,5000,0
7466,5000,4
7448,15000,0
7088,5000,0
6959,10000,31
7322,5000,0
7342,5000,3
6972,10000,2
7484,10000,7
7690,5000,0
7686,10000,0
7555,10000,0
7039,5000,0
7538,5000,0
7726,5000,0
7698,5000,0
7558,5000,0
7032,15000,1
7666,5000,0
7066,5000,0
7476,5000,0
8893,5000,0
134362,5000,0
9794,5000,0
8151,5000,2
138592,5000,0
134357,5000,0
135033,10000,0
9388,5000,56
9034,5000,0
9377,10000,0
137645,5000,0
136088,10000,0
9393,5000,0
134985,5000,0
134283,5000,0
9857,5000,0
9537,5000,0
9050,5000,1
9485,5000,1
9761,5000,0
9480,5000,0
137931,5000,0
9906,5000,0
9899,5000,0
138392,5000,0
134397,5000,0
8466,5000,0
9773,5000,0
9913,5000,4
136663,5000,0
134658,5000,0
8965,5000,0
9459,5000,0
9920,5000,0
9685,5000,0
9311,5000,0
8971,5000,0
9205,5000,0
9672,15000,0
8542,15000,0
134992,5000,0
9396,5000,0
9173,5000,0
9499,5000,0
9043,5000,4
9346,5000,0
134273,5000,0
9011,5000,0
9784,15000,2
9909,5000,0
8228,5000,0
8996,5000,13
136165,5000,0
9438,5000,0
9472,5000,0
135709,5000,0
9513,5000,0
138424,5000,0
134510,5000,0
8321,5000,0
9717,15000,0
9783,10000,0
9610,5000,0
9088,5000,0
9083,5000,0
9775,5000,8
137536,5000,0
136573,5000,0
135412,5000,0
9710,5000,0
134267,5000,0
9916,5000,0
8765,5000,0
8660,5000,0
9113,5000,2
9461,5000,0
8840,5000,0
9126,5000,0
137839,5000,0
9153,5000,0
9597,10000,0
9825,5000,0
9748,5000,0
9241,5000,0
134265,5000,0
8983,5000,0
9865,5000,0
138574,10000,0
9706,15000,2
9418,5000,0
9680,5000,0
9312,5000,0
9709,10000,4
9124,5000,0
1192625,5000,0
9313,5000,0
9749,10000,0
137637,5000,0
9096,5000,20
9864,5000,1
8878,15000,38
9496,5000,1
9111,5000,0
138065,5000,0
138080,5000,0
7993,5000,0
9290,15000,0
9413,5000,0
9614,5000,0
9033,5000,38
9521,5000,0
9467,5000,0
9267,5000,20
9334,15000,0
9868,5000,2
9852,5000,0
9381,5000,0
8494,5000,0
9207,5000,14
8819,5000,2
9016,5000,0
9618,5000,0
9249,5000,0
9320,5000,0
9199,5000,0
9532,5000,0
9038,5000,14
9707,5000,0
9543,5000,0
9744,5000,0
8720,5000,0
137904,5000,0
9507,5000,1
9352,5000,0
8464,10000,6
136194,10000,6
9641,5000,0
138339,5000,0
9879,5000,0
9379,5000,0
9856,5000,0
9645,5000,0
134718,5000,0
9402,10000,0
8823,10000,15
136167,5000,0
8602,5000,3
9125,5000,0
9136,5000,0
9300,5000,0
9814,5000,6
9085,5000,0
9177,5000,0
9071,10000,0
9065,5000,0
8869,5000,0
9604,5000,16
8242,15000,36
137109,5000,0
135159,15000,11
8912,5000,0
8256,5000,0
134225,5000,0
137276,5000,0
9039,5000,0
135130,5000,0
9465,5000,0
137505,5000,0
135395,5000,0
8153,5000,0
138059,5000,0
137103,5000,0
8595,5000,0
8879,5000,0
135514,10000,60
137823,5000,0
138066,5000,33
8677,5000,0
8489,5000,0
8140,15000,2
8258,5000,0
8362,5000,24
8638,10000,0
8078,5000,0
8485,5000,2
9557,5000,5
8374,5000,0
134497,5000,0
8402,5000,0
135633,5000,0
134419,5000,0
8585,5000,0
8384,5000,0
8322,5000,0
8375,5000,0
8872,5000,0
139581,5000,0
134935,5000,0
8904,5000,0
7734,5000,0
137809,5000,0
8139,5000,0
9463,5000,0
139646,5000,0
9882,5000,0
8241,5000,0
8846,15000,18
8054,5000,7
135205,5000,0
8666,5000,0
138338,5000,0
137163,5000,0
7969,5000,24
8452,5000,0
8427,5000,0
7823,15000,34
8398,5000,0
137964,5000,0
8173,10000,1
8780,5000,0
9217,5000,0
8476,5000,0
134302,5000,0
139726,5000,0
8219,5000,22
137508,15000,29
8876,5000,0
136709,5000,0
8640,5000,0
8353,15000,100
8936,5000,0
8514,5000,0
8111,5000,0
8772,5000,0
134766,5000,0
8483,5000,0
7401,5000,0
138067,10000,3
8516,5000,0
1576201,5000,30
8395,5000,0
139092,5000,0
137401,5000,0
8032,5000,0
8946,5000,0
9116,5000,0
134194,5000,0
8458,10000,0
8433,5000,0
7984,5000,0
8271,10000,0
138123,5000,0
8407,5000,0
134298,5000,0
8627,15000,90
8791,5000,0
7215,5000,0
7943,5000,0
8552,10000,0
8928,5000,0
8599,5000,0
8130,5000,0
7776,5000,0
7074,15000,12
8668,15000,0
134297,5000,0
8849,5000,0
8663,5000,0
8122,5000,0
136865,5000,0
134818,10000,0
137885,5000,0
137110,5000,0
135047,5000,0
8363,5000,8
8316,5000,1
138493,5000,0
136800,5000,0
137326,10000,0
8183,5000,0
8796,5000,0
138992,5000,0
8339,5000,0
139705,5000,0
8359,5000,0
8855,5000,0
8828,5000,61
8594,5000,13
136969,5000,0
7699,5000,0
8170,5000,0
8881,5000,0
139301,5000,0
8559,5000,0
138932,5000,0
9279,5000,19
9304,5000,0
9151,5000,0
10280,5000,4
10125,5000,1
10163,5000,5
10710,5000,4
139897,5000,0
10018,10000,29
139933,5000,1
10812,5000,3
139851,5000,0
139869,5000,2
9953,5000,1
10311,5000,0
139867,5000,0
10608,5000,9
9989,15000,11
10906,5000,2
10860,5000,2
10062,5000,4
9988,5000,4
139824,5000,0
139820,5000,1
9354,5000,4
139809,5000,1
10740,5000,0
10372,5000,0
10733,5000,8
10813,10000,0
10485,5000,0
10806,5000,0
10509,15000,0
10765,5000,0
139987,5000,1
10153,5000,2
10714,5000,8
10552,5000,1
140019,10000,0
11817,5000,3
10232,10000,0
10528,5000,0
10109,5000,2
10180,5000,5
10043,5000,0
10364,5000,10
140036,5000,0
10660,10000,9
1198477,5000,0
10512,5000,11
10683,5000,0
10920,5000,0
11227,5000,1
10050,5000,1
10904,5000,0
10413,5000,7
9941,5000,1
10679,5000,1
10923,5000,0
10869,10000,0
9951,5000,2
140079,15000,7
10641,5000,0
9999,10000,0
10665,5000,0
10980,5000,0
10439,5000,0
10520,10000,10
140117,15000,1
10184,10000,4
10575,5000,0
10422,5000,0
140189,10000,0
9997,5000,0
10270,5000,1
10715,5000,0
10409,5000,1
11325,10000,1
10154,5000,2
10253,5000,0
10290,5000,2
140175,5000,0
10931,10000,2
11521,5000,0
10374,5000,0
10382,5000,2
10908,15000,40
10124,5000,3
10841,10000,35
10655,5000,0
10230,5000,2
10515,10000,0
10132,5000,0
10141,10000,0
140202,15000,0
11919,5000,0
11177,5000,0
11171,5000,0
11296,5000,0
11753,5000,0
11061,5000,0
11845,5000,1
11168,5000,0
11792,5000,0
11906,5000,6
11840,15000,0
11490,5000,0
11756,5000,0
11395,15000,0
11555,10000,0
11607,5000,0
11090,5000,0
11561,15000,0
11713,5000,0
11596,5000,0
11923,5000,0
11861,5000,0
11106,5000,2
11051,10000,3
11182,5000,0
11080,15000,0
11826,5000,0
11007,10000,3
12250,5000,2
12355,5000,2
11275,5000,25
10996,5000,2
11400,5000,0
11932,5000,7
12639,5000,0
12374,15000,17
12764,10000,0
12512,10000,0
12124,5000,0
12387,5000,0
12739,5000,0
12155,5000,0
11970,5000,0
12067,5000,15
12327,5000,21
12871,5000,0
12598,5000,0
12778,5000,0
12774,5000,0
12262,5000,0
12049,5000,6
12201,5000,3
12583,5000,0
12464,5000,11
12054,5000,0
12309,5000,6
12574,5000,0
12013,5000,0
12465,5000,0
12821,5000,0
12719,5000,0
12515,10000,0
12329,5000,0
12562,5000,6
12292,5000,0
12136,5000,0
12351,5000,0
12508,15000,0
12808,5000,0
12924,5000,2
12442,5000,0
12414,5000,0
12281,5000,10
12836,5000,0
12842,5000,15
12129,5000,0
12328,5000,0
12024,5000,0
12275,5000,0
12684,15000,13
12843,5000,0
12607,5000,0
12411,5000,0
12131,5000,0
11941,5000,0
12784,5000,0
12032,5000,0
12413,5000,0
12207,5000,0
12635,5000,0
12543,15000,0
15167,10000,0
13382,10000,0
13742,5000,0
15292,5000,0
13332,5000,0
15332,15000,0
14991,15000,0
141290,15000,0
15316,10000,0
15542,15000,0
15148,15000,0
13735,10000,0
141289,10000,0
13445,5000,0
15162,5000,0
141280,15000,0
15009,5000,0
14259,15000,0
15875,5000,0
14384,15000,0
141282,15000,0
15659,5000,0
15066,15000,0
14257,5000,0
15572,15000,0
141336,15000,0
141340,15000,0
15905,5000,0
14873,15000,14
14416,15000,2
15386,5000,0
15399,5000,0
14086,15000,0
15896,15000,0
14442,15000,0
14551,15000,0
14752,10000,0
13952,15000,0
14862,5000,0
14400,15000,0
141277,15000,0
15826,15000,0
13586,15000,0
14017,15000,0
141271,15000,0
15843,15000,0
14076,15000,0
14564,15000,6
14239,10000,0
14572,10000,0
14617,15000,0
15104,15000,0
141334,15000,0
14340,15000,0
14489,10000,0
14747,5000,0
14871,5000,0
15405,10000,0
13136,15000,0
13618,10000,0
13541,5000,0
14209,15000,0
15544,15000,0
14856,15000,0
141342,15000,0
14339,15000,0
15555,5000,0
14251,5000,0
141266,15000,0
15798,15000,8
14403,5000,0
14775,10000,0
13946,15000,6
15259,15000,0
14838,5000,0
15368,5000,0
14460,5000,0
15893,10000,0
15723,15000,0
141327,15000,0
14365,15000,0
15548,5000,0
13333,5000,0
14072,5000,0
14863,15000,0
14680,15000,0
141258,15000,0
14486,15000,0
14750,10000,0
14037,15000,0
14295,15000,1
15527,5000,0
14634,5000,0
14030,10000,0
13916,5000,0
15240,5000,0
14193,5000,0
14106,5000,0
14128,10000,0
14271,15000,0
141253,15000,0
141351,10000,0
14771,5000,0
13057,10000,0
15603,10000,0
14890,15000,0
15404,5000,0
13853,5000,0
15411,15000,0
15604,15000,0
14079,15000,0
141256,15000,0
15681,10000,0
14971,5000,0
14714,15000,2
15522,10000,0
14476,15000,0
141251,15000,0
14601,10000,0
14306,10000,0
14015,10000,0
14124,15000,0
14754,5000,0
15521,5000,0
13483,5000,0
15914,15000,0
15874,5000,0
14653,10000,0
14675,15000,0
14664,15000,1
141250,15000,0
14695,15000,0
14736,15000,0
14401,15000,0
14751,15000,0
141238,15000,0
13296,10000,0
14424,15000,0
14765,10000,0
15864,15000,0
13971,15000,2
14522,5000,0
15919,5000,0
15103,10000,0
14316,5000,0
13980,15000,0
14534,15000,0
13979,15000,0
15197,15000,3
14216,15000,0
141236,15000,0
14802,15000,1
141231,15000,0
14984,15000,0
15129,15000,10
15420,5000,0
14008,15000,0
14110,15000,0
14678,5000,0
13677,15000,0
14636,15000,0
15478,15000,0
14407,5000,0
12937,5000,0
15343,5000,0
13264,15000,0
14471,15000,0
14196,15000,0
14138,15000,0
141223,15000,0
14580,5000,0
15816,15000,0
12997,15000,0
141218,15000,0
14763,15000,0
14724,5000,0
14745,5000,0
14506,15000,0
14265,15000,0
14244,5000,0
14397,10000,0
14741,15000,0
15464,15000,5
141318,15000,0
141313,15000,0
15934,5000,0
14738,15000,0
14980,15000,0
14166,15000,0
14778,15000,0
14304,15000,0
15437,10000,0
14717,5000,0
14379,10000,0
14906,10000,0
14722,15000,0
13939,15000,0
13859,5000,0
14586,5000,0
14623,10000,0
14779,5000,0
13107,15000,0
15348,15000,0
14817,15000,0
14682,5000,0
14552,15000,0
14231,15000,0
141208,15000,0
13796,10000,0
14842,10000,0
14727,5000,0
14799,15000,0
141211,15000,0
14523,15000,0
14133,15000,0
14628,15000,0
13059,15000,0
141209,15000,0
15491,15000,0
15383,5000,0
14918,15000,0
15080,5000,0
13805,10000,0
15768,15000,0
14700,10000,0
14359,15000,0
15053,5000,0
13970,15000,0
14612,10000,0
14746,5000,0
15290,10000,0
14439,5000,0
13110,5000,0
13716,10000,0
13174,10000,0
14463,10000,0
14242,15000,0
13933,15000,0
13632,5000,0
14277,15000,0
13163,10000,0
14493,5000,0
14025,10000,0
14225,15000,0
141199,15000,0
14691,10000,0
14730,15000,0
14170,5000,0
14815,5000,0
14293,5000,0
14362,5000,0
14891,5000,0
13585,10000,0
14718,5000,0
14731,5000,0
14172,15000,0
141201,15000,0
14283,5000,0
14490,15000,1
15834,15000,0
14995,5000,0
14226,10000,0
14737,10000,0
14074,15000,0
141190,15000,0
14482,5000,0
13972,10000,0
14759,5000,0
15775,5000,0
13995,10000,0
13973,5000,0
13947,5000,0
14241,15000,4
14548,15000,0
15902,15000,0
141192,15000,0
15717,5000,0
14618,10000,0
15552,5000,0
141180,15000,0
14874,15000,0
14360,5000,0
14141,10000,0
14078,10000,0
14503,10000,0
14598,15000,4
141179,15000,0
14661,15000,0
14411,5000,0
14835,15000,0
14024,15000,0
141183,15000,0
13994,5000,0
14688,10000,0
14505,5000,0
15807,5000,0
14093,15000,0
141357,15000,0
14662,15000,0
14659,15000,0
15194,5000,0
15106,5000,0
13830,15000,0
15157,5000,0
15192,15000,0
14307,10000,0
13050,5000,0
14836,15000,0
13965,15000,0
14321,5000,0
14481,15000,0
14262,15000,0
14868,15000,0
14347,15000,2
14508,15000,0
15438,5000,0
13945,15000,0
14585,15000,0
15327,5000,0
141029,5000,0
15660,15000,0
141213,15000,0
141305,15000,0
15602,10000,0
15021,15000,0
14343,15000,0
14447,15000,0
14057,15000,0
14632,5000,0
13348,15000,0
13807,15000,0
141272,15000,0
14819,15000,0
13220,5000,0
13181,15000,0
13461,15000,0
13500,10000,0
141028,10000,0
13695,5000,0
14671,5000,0
13761,15000,0
13385,15000,14
14125,10000,0
14253,10000,0
141153,15000,0
13097,15000,1
13643,10000,0
13894,15000,1
13072,15000,0
14351,5000,0
15475,15000,0
13006,15000,0
13022,10000,0
13543,15000,0
13929,15000,0
13753,10000,0
13579,5000,0
13538,15000,0
13951,10000,0
12955,5000,0
13036,15000,0
13661,5000,6
12972,5000,0
13367,15000,0
13679,15000,0
13253,15000,0
15313,5000,0
15045,10000,0
15060,15000,2
13740,15000,2
13583,5000,0
13697,10000,0
13041,5000,0
13791,5000,0
12995,5000,0
13398,5000,0
14334,15000,0
15837,15000,0
141130,15000,8
13902,5000,0
13518,15000,0
141131,15000,0
13699,5000,0
13366,15000,0
13269,10000,0
13899,15000,0
14742,5000,0
15584,15000,0
15424,10000,0
12962,15000,0
15640,15000,0
14240,10000,0
15294,5000,0
15101,15000,0
13683,15000,0
13404,15000,0
13823,10000,0
13010,15000,0
15474,15000,1
141125,15000,0
13158,5000,0
13441,10000,0
15136,10000,0
13801,10000,0
13722,15000,0
13393,15000,0
13887,15000,0
15821,15000,0
12947,15000,2
13754,5000,0
12964,15000,0
141119,15000,0
13789,15000,0
13530,15000,0
15470,5000,0
15922,15000,0
141298,15000,0
13040,5000,0
15248,10000,0
15815,15000,0
13208,15000,0
141117,15000,0
13440,15000,0
15277,5000,0
13285,10000,0
141047,10000,0
15519,5000,0
141046,15000,0
13270,15000,0
13803,10000,0
13700,15000,0
13336,15000,12
13857,15000,0
13427,5000,0
14899,5000,0
15444,5000,0
13638,15000,0
14466,10000,0
13649,15000,0
13004,15000,0
13930,10000,0
14338,15000,0
13653,15000,3
13321,10000,0
13093,15000,0
13808,15000,0
13265,15000,17
13819,15000,0
13539,15000,0
13856,15000,0
141095,15000,0
13080,5000,0
13510,15000,0
13258,15000,0
13160,5000,0
13444,10000,0
15744,5000,0
12978,5000,0
15469,10000,3
13560,15000,0
15363,10000,0
13084,10000,0
13395,10000,1
13684,15000,0
13784,10000,0
15786,10000,0
13216,15000,0
14195,5000,0
13786,15000,0
14325,10000,0
13635,15000,0
14501,10000,0
13614,15000,0
13457,15000,0
12990,5000,0
14472,15000,0
13029,10000,0
13168,15000,0
13694,5000,0
13352,15000,0
15489,5000,0
13478,5000,0
13509,15000,0
14797,10000,0
14394,15000,0
12957,15000,0
13109,15000,0
14994,10000,0
13598,15000,0
14858,10000,0
13687,15000,2
13353,10000,2
13832,15000,0
13223,15000,0
13416,10000,0
13210,10000,0
13631,15000,0
14968,15000,0
13148,5000,0
13015,15000,0
13397,10000,0
13654,15000,0
141294,15000,0
14573,15000,0
141363,15000,0
13229,5000,0
13561,10000,0
13517,15000,0
15730,15000,0
13028,15000,0
13717,15000,0
13211,15000,0
13183,15000,0
15198,15000,0
15116,15000,0
141018,5000,0
14105,15000,0
13257,15000,0
13845,5000,0
13897,15000,0
13242,15000,0
12942,10000,0
14985,5000,0
13241,15000,0
14459,15000,0
15637,15000,0
141295,15000,0
15377,5000,0
13506,15000,0
141068,15000,0
13370,15000,0
13576,10000,1
15043,10000,0
13827,15000,0
13032,15000,1
13167,10000,0
12980,15000,0
13606,15000,0
13553,10000,0
12938,10000,0
15911,15000,0
141054,15000,0
13251,15000,0
13419,15000,0
13580,15000,0
15318,10000,0
13668,10000,0
13592,10000,0
13820,15000,18
13120,5000,0
12989,15000,0
141059,15000,0
13184,15000,0
141058,15000,0
13482,15000,0
13792,15000,0
13642,10000,0
13062,15000,0
15440,10000,0
13772,15000,0
13508,15000,0
16027,5000,0
16176,5000,2
142182,5000,0
16678,5000,0
16757,15000,1
142143,5000,0
15938,15000,1
16532,10000,0
16606,5000,0
142074,15000,0
16524,15000,49
16314,5000,0
142015,5000,0
16835,10000,8
16045,5000,0
16785,5000,0
16380,5000,1
16506,5000,0
141959,5000,0
141945,5000,0
16068,5000,0
16270,5000,2
16238,5000,0
16025,5000,0
16745,5000,0
16210,5000,0
141860,5000,1
16273,5000,1
16653,5000,0
16005,5000,0
16285,5000,0
16721,5000,0
15975,15000,1
16558,5000,0
141737,5000,0
141696,5000,0
141705,5000,0
141698,5000,0
141718,5000,0
16645,5000,0
141608,5000,0
16820,5000,7
141633,5000,0
142449,5000,0
141544,10000,47
15675,5000,0
15656,5000,0
15782,10000,0
15868,5000,0
141464,5000,0
15628,10000,2
15651,5000,0
15369,5000,1
15208,5000,0
15056,5000,0
141441,5000,0
15322,5000,0
141386,10000,1
15722,5000,0
15622,5000,0
17481,5000,0
16495,5000,0
16929,5000,0
16736,5000,0
17005,5000,8
17322,5000,0
17560,5000,0
17020,5000,0
17586,5000,2
17516,5000,0
17143,5000,0
17312,5000,0
17224,5000,0
17904,5000,5
17799,5000,0
17261,5000,0
17786,5000,1
17255,5000,0
17680,5000,1
17356,15000,33
17273,5000,0
17173,5000,0
17868,5000,3
17131,5000,10
142657,5000,0
142642,5000,0
142645,5000,4
142636,5000,0
142627,5000,0
142628,5000,0
142613,5000,0
142607,5000,5
142608,5000,0
142587,5000,0
142579,5000,0
142574,5000,0
17081,5000,0
17512,5000,0
17079,5000,0
17759,5000,0
17333,5000,0
17848,5000,12
143100,5000,9
17845,5000,12
17377,5000,0
18689,5000,0
18377,5000,0
18139,5000,0
143411,5000,0
143370,5000,0
17239,5000,0
17574,5000,0
17918,5000,0
17641,15000,2
25305,5000,1
23549,5000,4
25016,5000,2
25912,5000,0
24563,5000,0
24845,15000,19
24171,5000,0
24834,5000,0
25173,5000,0
23962,5000,1
24240,5000,0
24113,5000,7
24034,10000,23
24521,5000,2
24218,5000,1
23999,5000,2
23972,5000,0
24928,10000,0
24144,10000,4
24602,10000,13
24131,10000,18
23668,5000,0
23469,5000,3
23288,5000,0
23664,10000,0
23295,10000,0
23559,5000,0
22984,5000,0
23440,5000,4
23119,5000,0
23858,5000,0
23226,5000,0
23671,5000,3
23563,15000,13
23043,5000,0
25513,5000,3
22993,5000,1
23341,10000,3
23188,5000,2
23866,5000,0
23198,5000,4
22193,5000,4
22716,5000,1
22174,5000,4
22904,5000,1
25716,5000,6
22458,5000,0
22090,5000,5
22868,5000,0
22030,5000,2
22334,5000,0
21948,5000,0
22594,10000,0
22104,5000,2
21572,5000,0
21460,5000,4
21575,5000,0
20962,5000,7
20939,5000,4
23285,5000,0
21601,5000,0
25500,5000,10
21759,5000,0
21313,15000,3
21611,5000,0
