countryCode,cpiRentIndex,cpiIndex,groceriesIndex,purchasingPowerIndex,restaurantIndex,rentIndex,safetyIndex,crimeIndex
CH,87.10750893757482,121.16155823998534,120.8062136976583,129.70494765613452,123.09197711939174,50.24683514719018,78.49937307479956,21.500626925200432
IS,76.1278489203562,101.85780335388431,92.10177794364132,91.80210100075298,111.84780642484296,48.277314947334474,76.71517139630555,23.28482860369446
NO,70.39529384438973,100.99331125924896,92.67149900319419,103.60983579647483,111.53154060400465,37.275486900262266,64.6831491952443,35.31685080475569
LU,71.46603442922647,86.09020593966504,75.09591878433332,106.26441554026573,96.08343454414343,55.63658605103444,70.93240651565924,29.067593484340776
JP,56.74767990715136,83.33165437556495,83.58326486958558,103.11819439612677,48.75196228373169,27.97274033299784,86.27287685943087,13.72712314056913
DK,58.105903131146775,81.38339996785098,63.623433573437595,114.3945248947878,95.1385707418747,32.90995036984831,75.75077262503325,24.249227374966758
HK,77.50619236662148,78.1354103975027,80.3028797232495,69.33516079786227,56.07833683305423,76.82511622283087,80.68296386963273,19.31703613036727
KR,50.66398841825216,76.93385745968206,89.70401830430171,103.40327581576467,44.842247358149756,22.22904182340685,65.9544686022315,34.045531397768485
IE,59.238801224538996,75.34934101726925,59.095776405950595,95.09228099957318,82.64621428067397,41.80048290258819,55.48086634027027,44.51913365972973
FR,51.512990206870434,74.85470210167782,68.31259045669576,91.55178420050008,75.36982787628767,26.24752999028665,53.61441818398886,46.38558181601115
NL,55.580922368377905,74.83285242064571,58.80099144891695,102.53792085648942,83.48685711083228,34.74231057246104,71.42864956819577,28.571350431804223
IL,52.73525722963575,74.27929591372339,61.920505785552294,92.48066408417209,80.83340439144573,29.415628629539437,67.84479082747309,32.155209172526895
BE,50.32166225031652,72.97062225878118,60.85673833880831,95.08955042487342,83.40333351800093,25.806048287650768,57.54440385787848,42.45559614212153
FI,50.40253155706156,72.81865832891403,60.01702370659054,112.30039267596375,77.90626395418184,26.138940192534044,77.19551649215506,22.804483507844928
NZ,52.93976747134829,72.61856100316169,65.70563548887111,101.09154930386744,68.77534672540345,31.6391114899417,60.44600231350329,39.55399768649671
AU,54.51503647237481,72.08048614604184,66.9001445908971,122.8522477035894,70.69181195280258,35.50189930760812,57.23599956882708,42.764000431172924
AT,50.58396767642156,71.79158343720998,65.6323202722207,96.70238106711776,70.08101478958437,27.62848888773878,78.6321885016025,21.367811498397494
SE,49.700294096479354,71.55303406829726,63.45288396132387,111.38167678094501,75.03787608855455,26.046522047988734,50.65121562311153,49.34878437688847
US,55.05796112121884,69.90999034722611,67.43546715933866,122.02638671198028,69.33417692144869,38.98187573226738,52.867381792590415,47.13261820740959
SG,61.771559837729306,69.78574771479109,57.484440715225126,103.7713858636063,46.74546459153165,53.096868543078514,78.53269723475879,21.467302765241215
IT,46.402820922086,69.24598782089966,58.34167760239642,77.48720533814023,75.71652595634974,21.676994165945118,54.98305868903586,45.016941310964135
DE,48.041328640327244,67.6220340382327,54.26568949753592,116.20117412492681,63.56243137490899,26.846844899249007,65.48713284454328,34.51286715545672
GB,47.662183522024485,65.27648205527976,51.85467310706009,105.73191003573568,72.36505335581494,28.596171532818417,57.279328375219045,42.72067162478095
CA,47.39138913455314,65.00768941564243,62.36839366049103,109.44344088640835,61.811943192451835,28.323210419937535,60.49009269382025,39.50990730617974
PR,41.805831433771615,63.83666256988344,61.66073789286699,98.38967290219222,54.821255387792164,17.959290523825125,34.4670053234553,65.53299467654472
MT,46.68701995871872,63.323777728743295,51.2343858796505,59.667686269187506,67.28023588655248,28.67911447750142,66.46794951139807,33.532050488601904
TW,42.32679158620943,59.83759393080999,69.60965614884931,56.36416652466458,26.878398112629792,23.372805606441247,82.6244376681876,17.37556233181242
QA,53.0706937303859,59.08504568554348,47.71995262952586,138.29194389150484,61.94543028182873,46.56065835952816,86.74235724323182,13.257642756768208
JM,37.640753113628556,58.80028820047689,58.83848562980215,34.68611986528655,42.25756949832918,14.737317652363,34.72331560724768,65.27668439275232
LB,43.10871296472507,58.06138194869137,43.27605930956722,53.974973458335654,56.79151521682385,26.923693414801235,55.72549402897887,44.274505971021114
UY,37.574746346058696,57.30886602419195,45.110496716743455,47.77089668233137,56.278447001210566,16.214204416479987,47.993964005007854,52.006035994992146
BH,43.67277342434131,56.712981294312016,51.1557198354456,74.60823401172371,52.214897751485786,29.55783384152427,67.12706483221126,32.87293516778873
GR,34.635338246991026,56.65788078144046,43.69176295937359,49.571476928877665,54.75867718289348,10.797769058420235,61.43215754038949,38.56784245961052
AE,48.874259926534975,56.1646141747054,43.1595822126558,119.60366775027347,53.88475069910189,40.9830582849395,83.68200308970954,16.31799691029047
CY,38.6014167861437,55.57356701144669,44.31778328923049,75.28968960562028,59.76297560001335,20.230476889371623,70.68820504008627,29.311794959913716
JO,34.276746218809166,54.97775069263828,44.427066640608295,41.73284458154066,52.27855149513696,11.869631979120332,56.17920976561487,43.82079023438513
ES,38.38650077693707,54.70239821956825,44.02305662111664,83.80129250380604,54.133988829301636,20.725899892459353,67.54495346232117,32.45504653767881
SI,34.66722407205313,52.505829113273364,43.26750619785663,75.38434592060173,43.827692651190496,15.35841895872448,77.43293184386478,22.567068156135228
MU,32.79555382698809,52.44431955647507,47.89438911467816,39.76522602982141,39.13962955951352,11.52740044215577,53.19351913931606,46.80648086068394
TT,35.292283326882696,52.07323581752908,49.99862578365879,56.9663346895596,45.996792926620664,17.128299063023807,25.956050066972544,74.04394993302745
ZW,32.40513507052932,51.56564967665348,45.737297716917865,27.653817535682183,36.813431055095656,11.665472885854863,48.2023979000311,51.797602099968906
KW,42.577520841970376,51.48330038401448,39.87819924756537,102.0121466623972,47.34941954577182,32.93775578398264,66.09447582402895,33.90552417597105
PA,38.567399770182185,51.445326646475564,48.21144770680904,41.343003521314365,47.06425149116451,24.62811585513022,53.57294219919763,46.42705780080237
GH,41.7392666831917,51.13033606987526,44.762962735137314,18.695857547202433,31.737381816696068,31.574215762774205,48.05061658809865,51.949383411901344
EE,33.8984523872878,51.0103840444609,37.05966539447847,75.96522911836988,51.241888689819625,15.376210725596017,79.1974179193907,20.802582080609287
CR,33.88829735830299,50.89377406536948,47.912808738380676,47.12773699558754,42.58112674148975,15.481284319040373,43.94515910826562,56.05484089173438
PT,36.30660412357816,50.38699687946827,40.1957822883367,55.1890107147191,43.13195669226811,21.065750984312224,67.87151474881827,32.12848525118173
PS,30.41406754363084,50.196451913718576,43.89718051523842,57.17178620830937,37.332845899227294,9.00128310245156,63.01063185455179,36.98936814544822
LV,31.360854385318603,49.23283170635987,36.65210761052235,55.15748101434556,45.46900660186693,12.015926556914259,63.22727818373477,36.77272181626524
HR,31.132580068231537,49.18046337135954,40.32899991043302,60.33470174794736,40.36191201974223,11.597248656221126,75.30540984537537,24.69459015462464
CL,32.121813729554574,47.73439141520811,40.54887265026794,54.12700465207681,45.14800126624661,15.222497939312346,53.19437356206441,46.80562643793559
SA,30.217613658119273,47.60532556854212,39.06131915449147,118.58512749946809,30.93294600853359,11.396862827588382,70.26656909072987,29.733430909270126
TH,33.21318925279846,47.53919332929859,50.00366014314439,40.85623678524539,24.627171151105134,17.706482303084474,53.34355318346326,46.65644681653675
KH,31.261742742223568,46.80308406108252,44.15340101123094,12.464731564401763,24.44352161049519,14.439534389487784,48.72209163385634,51.27790836614366
OM,33.56783218441983,46.20004978836277,40.01584451684609,88.46918206007824,44.406526032778565,19.89450810442164,77.16836301851369,22.831636981486305
SV,30.779830278652664,46.10964871716253,45.56642022412874,30.08571683989728,35.54818356318024,14.186577837224574,31.91997443992594,68.08002556007406
LT,30.059698918171147,45.91395215313588,35.35902259230729,60.34045187837047,43.94634327488053,12.898789462307441,63.48733170349322,36.51266829650678
CZ,32.2258612881666,45.12327345664433,38.0800981722354,71.3183805378654,33.24566921870108,18.265486166235256,73.3413495415804,26.6586504584196
SK,31.12814823176915,44.984234994298,38.50033211919026,63.239058300124576,33.63908766796662,16.130087659610112,70.45998579948679,29.54001420051323
DO,28.251911477867875,44.92142767392121,35.6785747370122,26.020221962965735,42.42671648370089,10.208547727209252,38.645804222660374,61.35419577733963
NA,30.84822963895245,43.21520179833648,39.91517291891059,63.59948390010618,38.58924490335473,17.4620116742784,31.34353386014279,68.6564661398572
BR,27.748351301053635,42.7983945805554,31.30414530780717,37.432291056488204,34.84976213781919,11.457932181421441,29.763654653985235,70.23634534601476
ZA,30.01125418619975,42.489609439168255,33.879057677484916,82.96818203886657,40.789874934916014,16.504473293988887,23.19695184935061,76.8030481506494
HN,27.050823521357437,42.09976771195241,33.56548403137553,35.217805664724374,31.524162833674318,10.761594073981259,23.158616019610687,76.8413839803893
HU,28.398711563339706,42.031746410483656,32.35780142597902,54.65623577060869,33.42919883190967,13.642086123264699,64.82893516802699,35.171064831973005
EC,27.39653040834128,41.98223326507581,37.87348592324269,40.83627233463068,29.43434274658531,11.60872114574305,51.017258595209064,48.982741404790936
GT,28.38668335965585,41.739357700252384,38.019244341206345,41.78634930230657,32.280020941725404,13.933524831365096,44.08079049966795,55.91920950033206
IQ,26.100595744483208,39.62470501637358,34.099838371212314,47.609287110853465,31.849450805948027,11.461873172909884,54.443096041192604,45.556903958807396
ME,25.365352413232685,39.60880088480964,30.754330502199277,46.27870297428381,34.2497376275742,9.948005034112416,59.52022897923401,40.47977102076601
MY,25.71144865912573,39.37818426490589,39.704304404469575,73.14129802770995,22.749071748194304,10.9183449529994,39.208728072170885,60.79127192782912
CN,28.732392641698368,39.23730384310672,39.93234467320684,68.95360020702512,28.182174424444504,17.36170067043074,54.54274742004031,45.45725257995969
PL,27.50179017260447,39.12965186528367,30.655050041049947,70.00095419181646,32.715198459031505,14.915597766310551,69.91263963525253,30.08736036474747
KE,24.687942449562488,38.21367804248694,33.226158209225495,32.4610634797405,31.22197122140513,10.047459520840937,45.179632118665765,54.820367881334235
VN,25.883440663228352,37.697168098408525,37.86794481703109,33.331849136164614,18.886836859395984,13.096064061707144,51.2221388034961,48.7778611965039
BG,23.716320553006426,37.171161194036564,31.146517359133597,52.184184414866095,29.86019213154242,9.152575508580368,59.996914139833336,40.00308586016667
PE,25.060736502057274,37.16610975556517,32.69143910797695,37.47148072422682,23.679420726554277,11.9576775781126,34.71841349538881,65.2815865046112
RO,23.747475556695083,36.45189820001477,29.883452000652905,61.162427582558045,32.25513897803915,9.995995531750292,72.16435377960997,27.835646220390036
ID,22.88446453845772,36.239051717846834,38.13719057439552,32.950709743118814,18.022032738282057,8.429235521394226,53.99097453050492,46.00902546949507
AL,22.741192846513293,36.16786549529225,28.592584061140673,33.809085143213586,29.337375415805894,8.20793730906129,59.7025650364382,40.2974349635618
IR,26.73410008874095,35.80190996409697,32.62940789550727,37.73572097292103,26.878602201412722,16.918950681969296,50.66814622047015,49.33185377952986
BA,21.601974216556556,35.722460233476966,28.80916736810474,49.18248005753061,23.775758962572528,6.317723459494652,56.213020364322986,43.786979635677014
RU,24.5492854983684,35.51634328063491,29.180081852144717,45.38292259293732,36.995396688680856,12.678358321323103,58.071370443760244,41.928629556239756
RS,22.27475432976629,35.38535213653039,26.2998364697689,39.9019662685207,27.836374245903716,8.083623499464233,62.730799679541576,37.26920032045842
TR,21.775795395478177,35.21428541771402,30.446787989597286,45.332631640342974,23.653997188504654,7.229748534909641,59.6158272671983,40.3841727328017
PH,22.12472268293703,35.093734205806,32.60939138449482,29.45870615850401,19.67001874723697,8.086847219640084,59.17353022621153,40.82646977378847
TZ,25.75827549445072,34.741895966438314,28.59009356313591,22.70513411482856,25.150933051751295,16.03425410909624,40.988243519078424,59.011756480921576
BO,23.088732813000966,34.36911952267018,26.898249221060343,44.046155115775385,27.956184506117882,10.878653152809873,46.70975395195217,53.29024604804783
MA,22.214337413779177,33.98327577794617,29.851631026964654,41.40424680052653,23.85404983696247,9.475441253492143,49.76063406201359,50.23936593798641
BY,21.995016174807493,33.11534120523388,27.769666946554217,44.639369756693895,35.980665989806745,9.958189959236659,76.47223418811002,23.527765811890003
AR,21.75296620083321,33.0948912807125,26.2516473103195,54.99603277331553,32.50398868216011,9.476276377199815,37.446864027984,62.55313597201598
MX,21.831962146636844,32.70660825983249,30.300123137901164,49.97527235059259,30.23019436989039,10.061062909229408,47.70031889950847,52.29968110049153
AM,21.6514996904175,32.50919730994738,25.76921321231596,33.056679471507714,32.52969383441477,9.898945786650247,77.99940893142303,22.00059106857697
MD,20.59584725135512,32.256462651578246,24.971960005505345,30.748110456482824,27.714106074370992,7.974201682986965,54.55344539185988,45.44655460814012
BD,19.15595483074877,31.829643947960346,29.51628485951869,39.818261988363005,18.971347328601283,5.437741289629122,34.17505329917308,65.8249467008269
MK,19.519196605812905,31.577822549436025,24.848748174570634,39.83498982186685,23.671284635239736,6.466737753681683,60.71318288624101,39.286817113758985
NG,30.153585246427994,31.246039006416538,31.759346538582143,15.133956304746683,19.202907792208155,28.97109498453816,35.59474018575022,64.40525981424977
DZ,18.529625456780938,30.559576460191522,31.995965771074797,32.93353903683615,16.382406261291184,5.508204840594779,51.66857369738785,48.33142630261215
UG,19.810226735081613,30.25215524772657,26.09035947852873,22.716978425368055,21.898537007329583,8.507708281868558,46.73078621608034,53.26921378391967
LK,19.357072599167445,30.24259873383946,33.57464606464104,27.335269218182667,17.357474778747864,7.574396644139397,58.97329270411414,41.02670729588587
CO,20.074373776686322,30.148508173995346,24.329970052212257,34.65580294171641,22.45590468490747,9.16996183900183,48.73759746141445,51.26240253858555
KZ,20.1978329154543,29.8269068497582,23.752604370943338,38.832627942031834,29.834546711010933,9.775161883180097,33.492897562831466,66.50710243716854
NP,17.61016489877415,29.62761740427531,25.400345703303255,26.280299574811757,19.742940213210368,4.602272866229193,63.5577057164449,36.4422942835551
AZ,19.321698066927624,29.119604308698733,24.07639703178855,32.011420338047074,30.6716327657186,8.71628011502685,68.33031760225457,31.669682397745426
GE,19.051916887273677,28.77592913900943,23.392822454755688,33.18917132457433,27.088412423332027,8.526483028823145,80.13538281289277,19.864617187107218
UA,19.103200856425406,27.944894171354,22.473911384701122,32.7244834655263,22.143096628485985,9.532803804902425,51.11753880749562,48.88246119250438
EG,16.159486639537864,26.45898128876632,23.185997213785157,23.66904584309441,22.264241019952177,5.011140987611263,49.290816185268646,50.709183814731354
VE,16.201655995410444,25.731492603814406,27.57817947060403,3.709104285871646,21.975237166789967,5.886401108139841,16.771851133026072,83.22814886697392
IN,15.371389710144214,24.17245111581362,24.19801655557349,66.91329163539498,17.15024292078415,5.844973318289146,57.282106821765275,42.717893178234725
TN,14.693080823377455,23.6873750838576,22.267060451561516,37.98981111448363,13.330042435978138,4.957505950440985,57.71256046986761,42.287439530132374
PK,12.764196475180137,20.40090876680069,18.245439990316214,38.61373671670961,15.4170659053592,4.49809108158395,53.27336294364567,46.72663705635433
